combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional produce - worldwide At SONNENTOR, farmers benefit from the fruits of their work - and with them, whole regions.",-0.007697661929,0.171306491302,0.270567255620,0.111455215269,0.145844608641,0.170294358678,,,0,2,0,0,0,0,,2,Subsidiarity,13,E,M,Subsidiarity=2,0.04252811377,0.127990637,0.2019348646,0.3235399952,,Subsidiarity=2,0.04740759605,0.127990637,0.2019348646,0.3184877337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Due to the sustainable practice of our international cultivation partners, value is added to their products.",0.219474786446,0.317535647419,0.314437609623,0.172357048092,0.273042945067,0.452028695798,,,0,0,0,0,0,2,,0,Reciprocity,14,F,N,Reciprocity=0,-0.1353062499,-0.005725793389,0.08701688889,0.461735115,,Reciprocity=0,-0.1014287378,-0.005725793389,0.08701688889,0.2776870008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Products are harvested by hand and processed on site.,0.033640082302,0.162234679777,0.069280918179,0.061159216878,0.075460541115,0.170373775954,,,0,0,0,0,0,0,,1,Reciprocity,14,F,N,Reciprocity=1,-0.05475931939,0.05560863161,0.1696975996,0.3609087694,,Reciprocity=1,-0.04331653221,0.05560863161,0.1696975996,0.3551682628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This creates jobs in rural areas and secures the existence of many farmers' families over several generations.,0.081920086608,0.180764327943,0.199555379684,0.206356640818,0.139952057878,0.179887273657,,,0,2,0,0,0,0,,2,Reciprocity,14,F,N,Reciprocity=2,0.01394021874,0.1147349933,0.2284980232,0.3767013028,,Reciprocity=2,0.03921706488,0.1147349933,0.2284980232,0.3654253895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Because organic cultivation protects the soils and sets the best conditions for long-term, fertile harvests.",0.070690744054,0.059140005383,0.118521557570,0.073127953717,0.065663178142,0.250108197804,,,0,0,0,0,0,2,,0,Sustainability,15,G,O,Sustainability=0,-0.1716486309,0.02309010886,0.1526622896,0.4564147381,,Sustainability=0,-0.1090778977,0.02309010886,0.1526622896,0.334463803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are convinced that this is the right path of international cooperation, and many more companies will eventually take the step towards direct trade.",-0.029252138801,0.159332450266,0.184453415780,0.083171896757,0.128015076788,0.168097038269,,,0,0,0,0,2,0,,1,Sustainability,15,G,O,Sustainability=1,-0.02453536874,0.08063377754,0.2103661942,0.4374210126,,Sustainability=1,-0.01452310308,0.08063377754,0.2103661942,0.3736824765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A start has been made.,0.099244449560,0.097550858606,0.181084575275,0.023989074982,0.006925136147,0.153415544735,,,0,0,0,0,0,0,,2,Sustainability,15,G,O,Sustainability=2,-0.07108727118,0.1258919396,0.2931070227,0.5790145276,,Sustainability=2,-0.006259097722,0.1258919396,0.2931070227,0.5203116224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallery Fairness, worldwide!",0.190141182432,0.225065023926,0.223721555262,0.136746978812,0.211282684076,0.188318923149,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW ZEALAND - LAND OF MANUKA HONEY Bernhard Schneider is the only organic beekeeper within 45,000 hectares of land.",0.023259859996,0.041478633274,0.083910904576,0.029245386794,-0.046549355241,0.152340266674,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In total, he has access to 732 hectares of land for his honey production, of which 300 hectares are part of an afforestation program.",0.021925500256,0.048448638889,0.056253304864,0.143801448459,-0.000578380645,0.169932884978,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This project not only produces delicious honey, but the planting and conservation of trees also compensates for large amounts of CO2.",-0.015251041877,0.055156944342,0.092787821299,0.053110642646,0.016124740481,0.155019841311,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey Maori, the natives of New Zealand, have known of the extraordinary qualities of this honey for a long time.",0.073952049485,0.136865180562,0.134695053436,0.036986473318,0.072380893611,0.099666267806,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey originates from the flower nectar of the Manuka myrtle, or just Manuka, a hardy bush in the mountainous regions of New Zealand.",-0.025032572156,0.053851358902,0.069378109948,-0.013864382894,0.054454675380,0.036135084195,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey extracted from this plant has special healing properties.,-0.017569680188,0.080319309435,-0.005185149806,0.025731216715,0.055667774968,0.070133587124,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is full-bodied in flavour and to preserve the special properties of the honey, it should not be heated and therefore not used in hot tea.",-0.010209063020,0.020222649306,0.038695773463,-0.029408586439,0.044262248589,-0.053968528410,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It has a slightly minty flavour at the finish.,-0.007684417662,0.087231947656,0.027043166181,-0.054279343513,0.039886749325,-0.063108411783,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is best enjoyed on an empty stomach and never with hot liquid, so that it can unfold its full potential.",0.016161830925,0.020628098959,0.022629935293,-0.012312779068,0.033539597243,-0.041153456900,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee happy!,0.029777554741,0.041663031862,0.046643875877,-0.020435394015,0.030088995835,0.065385563659,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contribution to nature conservation No intervention in the natural cycles of the insects, counteracts bee die-off and SONNENTOR thyme oil is used as a natural and effective remedy against Varroa mite.",-0.006434083544,0.033775595067,-0.005480766201,-0.009321569661,-0.002781859859,0.100064601223,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consequently, the burning of infested beehives can be prevented.",-0.001572957781,-0.047069392841,0.061917974166,0.114258893777,-0.017457186978,0.173219718989,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Further, enough honey is left for the bees in the hives, no additional sugar is needed to feed them and no chemicals are added to the hives.",0.045985046169,0.092410756713,0.036407258887,0.102839764805,-0.038890772448,0.064036633140,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measurement of the valence of Manuka honey TA factor TA means total activity and shows the disinfecting effect of the honey by measuring the natural peroxide activity.,0.091791071371,0.139986603268,0.090067810900,0.068637200861,0.143096178024,0.054922525166,,,0,0,0,0,0,0,,Gauss Curve Data,,,,List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In principle, the higher the factor, the more valuable the honey.",0.148857311002,0.247546563805,0.203157716273,0.237842253256,0.236049854079,0.180328178037,,,0,0,0,0,0,0,,Variance,Mean,Stddev,Label,0.6,0.615,0.63,0.645,0.66,0.675,0.69,0.705,0.72,0.735,0.75,0.765,0.78,0.795,0.81,0.825,0.84,0.855,0.87,0.885,0.9,0.915,0.93,0.945,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Each honey has a TA-factor, but with Manuka honey it is particularly high.",0.003009630051,0.082936200669,0.075704213299,0.041152267704,0.069212649478,-0.053305942266,,,0,0,0,0,0,0,,0.007145873421,0.043062446348,0.08453326813,Dignity=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04145072065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We have opted for the TA-Factor, since this factor cannot be influenced unlike other factors and can be clearly measured and not manipulated.",0.086551745801,0.038821861926,0.129397273754,0.158397946544,0.144270697032,0.044970282773,,,0,0,0,0,1,0,,0.009081668027,0.070335149163,0.09529778605,Dignity=1,0.000000008200851998,0.000000003377089247,0.000000001356645492,0.0000000005316557166,0.0000000002032520217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03188168066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The TA factor is ascertained by drawing a sample, applying it to a nutrient agar plate and measuring the percentage of the bacteria on the nutrient plate that have been killed by the honey.",0.040858782875,0.096066683574,0.030748966767,0.068245060113,0.108944237088,0.070221277050,,,0,0,0,0,0,0,,0.01468143461,0.208521562080,0.12116697,Dignity=2,0.0001781504129,0.0001185094294,0.0000776360106,0.00005008616082,0.00003182119656,0.0000199094608,0.00001226723599,0.000007443516774,0.000004447888095,0.000002617422085,0.000001516833468,0.0000008656578508,0.0000004865179534,0.0000002692747924,0.0000001467698188,0.00000007878110097,0.00000004164391613,0.00000002167830439,0.00000001111330636,0.000000005610550717,0.000000002789407268,0.000000001365722905,0.0000000006585025909,0.0000000003126774866,0.0000000001462109726,0.007488798071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGO factor refers to the level of methylglyoxal in the honey.,-0.073686293713,0.033884751998,0.017146119417,0.047825986696,0.052170332779,0.000040390678,,,0,0,0,0,0,0,,0.006833944048,0.070195219615,0.08266767233,Solidarity=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03365179006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylglyoxal is produced by the degradation of glucose.,-0.107571270769,-0.093327134684,-0.045668345042,-0.067132834162,-0.135306249904,0.058669565760,,,0,0,0,0,0,0,,0.009317540022,0.132972687000,0.09652740555,Solidarity=1,0.0000003412358239,0.0000001589592615,0.00000007228192489,0.00000003208383227,0.00000001390130013,0.000000005879457524,0.000000002427346353,0.0000000009782253125,0.0000000003848209419,0.000000000147771661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01600231618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Among other things, MGO is responsible for premature aging of the cells and is also produced during the combustion of diesel.",-0.099197865455,-0.076712227014,-0.000036602980,0.004418460927,0.010227389091,0.024113379706,,,0,0,0,0,0,0,,0.01432137565,0.206737783160,0.1196719501,Solidarity=2,0.0001506486802,0.00009900773747,0.00006405452801,0.00004079504618,0.00002557654733,0.0000157853167,0.000009590507218,0.00000573596837,0.000003377138046,0.00000195734677,0.000001116769715,0.0000006272437996,0.0000003468055351,0.0000001887611254,0.0000001011383793,0.00000005334531899,0.00000002769832695,0.00000001415753528,0.000000007123585845,0.000000003528471114,0.000000001720486879,0.0000000008258345679,0.0000000003902219052,0.0000000001815127458,0,0.007496638038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MGO is also formed when honey is heated, the higher the MGO value, the more likely the honey has been heated.",-0.083181887693,0.037540236173,-0.006760112543,0.016824341353,0.088239513214,-0.047627514557,,,0,0,0,0,0,0,,0.007668212577,0.092522539016,0.0875683309,Plurality=0,0.000000002321524767,0.0000000008477773169,0.0000000003006403263,0.0000000001035308182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260705598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Manuka honey is unheated - because honey should not be exposed to temperatures above 39  C.,0.043770941365,0.032387959793,-0.009053608126,0.032107570790,0.030606882818,0.018073944391,,,0,0,0,0,0,0,,0.01156095209,0.252612699329,0.107521868,Plurality=1,0.0002007898398,0.0001266975575,0.00007840476986,0.00004758438481,0.00002832266829,0.00001653299772,0.000009464916308,0.000005314099516,0.000002926107792,0.000001580151365,0.000000836863822,0.0000004346689609,0.0000002214166098,0.0000001106138472,0.00000005419466432,0.00000002604061858,0.00000001227139102,0.000000005671318343,0.000000002570525932,0.000000001142635428,0.0000000004981281837,0.0000000002129718855,0,0,0,0.002348670521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The MGO value also increases during storing of honey.,-0.032828211652,0.048103455234,-0.012126928658,0.042401066742,0.070685453692,-0.000136271369,,,0,0,0,0,0,0,,0.01519489747,0.271603505590,0.1232675848,Plurality=2,0.0009308516258,0.0006681493847,0.0004725370046,0.0003292814118,0.0002260829161,0.0001529457514,0.0001019474174,0.00006695517967,0.00004332726455,0.00002762533174,0.00001735493027,0.00001074255001,0.00000655180609,0.000003937166911,0.000002331179727,0.000001359993487,0.0000007817484697,0.0000004427579733,0.0000002470784578,0.0000001358540259,0.00000007360024907,0.00000003928757247,0.00000002066332689,0.00000001070814978,0.00000000546761301,0.002856609058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If MGO is removed from Manuka honey, it remains antibacterial.",-0.056848121350,-0.006838242704,-0.026342872182,-0.063924411370,0.010563174012,-0.013656529780,,,0,0,0,0,0,0,,0.006352919843,0.066434410792,0.07970520587,Subsidiarity=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353643602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A conversion of the TA factor into the MGO factor is not possible.,-0.062736790607,-0.098926036415,-0.045271431591,-0.029421611037,0.026368087951,-0.087527031003,,,0,0,0,0,0,0,,0.003861469084,0.210008180916,0.06214072002,Subsidiarity=1,0.0000000001797407413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002125226896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
