combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Because organic cultivation protects the soils and sets the best conditions for long-term, fertile harvests.",0.734260642898,0.736526073375,0.762671441381,0.757050821179,0.763039013564,0.796805405027,,,0,0,0,0,0,2,,0,Sustainability,15,G,O,Sustainability=0,0.6975714069,0.7456312328,0.7766655061,0.8457403625,,Sustainability=0,0.7114619704,0.7456312328,0.7766655061,0.8168059735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are convinced that this is the right path of international cooperation, and many more companies will eventually take the step towards direct trade.",0.735217034740,0.772552146572,0.779982617999,0.775120725865,0.803036077656,0.753070911757,,,0,0,0,0,2,0,,1,Sustainability,15,G,O,Sustainability=1,0.7219518773,0.7631645301,0.7892876444,0.8456427814,,Sustainability=1,0.7247145868,0.7631645301,0.7892876444,0.8311351227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A start has been made.,0.775278602193,0.785834029369,0.800511952111,0.796292910247,0.790293832145,0.774709145725,,,0,0,0,0,0,0,,2,Sustainability,15,G,O,Sustainability=2,0.7281774904,0.7742980879,0.8138819935,0.8961435635,,Sustainability=2,0.7384786074,0.7742980879,0.8138819935,0.8743752132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallery Fairness, worldwide!",0.810117467062,0.819640531236,0.811096911392,0.798880000745,0.774963934504,0.778961035106,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW ZEALAND - LAND OF MANUKA HONEY Bernhard Schneider is the only organic beekeeper within 45,000 hectares of land.",0.744738512164,0.744376982941,0.750597663429,0.762585820325,0.745599701577,0.770660726580,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In total, he has access to 732 hectares of land for his honey production, of which 300 hectares are part of an afforestation program.",0.730243407846,0.730396259409,0.739736514211,0.756272537322,0.738943447436,0.766444432197,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This project not only produces delicious honey, but the planting and conservation of trees also compensates for large amounts of CO2.",0.729787236836,0.744865456696,0.768081870168,0.757232090387,0.759785449417,0.796038701246,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey Maori, the natives of New Zealand, have known of the extraordinary qualities of this honey for a long time.",0.770229852997,0.767973300606,0.756631004855,0.748780055018,0.765754182543,0.748137084455,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey originates from the flower nectar of the Manuka myrtle, or just Manuka, a hardy bush in the mountainous regions of New Zealand.",0.733803864239,0.736453143567,0.743326325628,0.736669300491,0.738991003264,0.744090814633,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey extracted from this plant has special healing properties.,0.739135772177,0.733585474782,0.744237605500,0.735737842128,0.760760726118,0.741600823397,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is full-bodied in flavour and to preserve the special properties of the honey, it should not be heated and therefore not used in hot tea.",0.727360390768,0.724805050310,0.720821194449,0.715376908933,0.724225335604,0.712531932857,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It has a slightly minty flavour at the finish.,0.752248397135,0.749520864132,0.764014795578,0.733031338582,0.750537100265,0.734717809216,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is best enjoyed on an empty stomach and never with hot liquid, so that it can unfold its full potential.",0.759615926180,0.747037880659,0.739725725725,0.749956299102,0.747524755205,0.724477846823,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee happy!,0.737675913680,0.744054776053,0.756864182072,0.756699679994,0.765482391900,0.754746081861,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contribution to nature conservation No intervention in the natural cycles of the insects, counteracts bee die-off and SONNENTOR thyme oil is used as a natural and effective remedy against Varroa mite.",0.737459948187,0.746726951822,0.755967468099,0.774392319174,0.758943987992,0.764155453039,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consequently, the burning of infested beehives can be prevented.",0.738838557692,0.741243429284,0.751965717926,0.763569489192,0.763858944723,0.753875100406,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Further, enough honey is left for the bees in the hives, no additional sugar is needed to feed them and no chemicals are added to the hives.",0.737273918628,0.735636418215,0.737920509326,0.736772951465,0.740100469862,0.733251828530,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measurement of the valence of Manuka honey TA factor TA means total activity and shows the disinfecting effect of the honey by measuring the natural peroxide activity.,0.756405225728,0.770883111856,0.761499876624,0.760453037806,0.779890070063,0.761139959446,,,0,0,0,0,0,0,,Gauss Curve Data,,,,List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In principle, the higher the factor, the more valuable the honey.",0.780057213034,0.768689547031,0.805495607202,0.784004398004,0.787422760957,0.766838793020,,,0,0,0,0,0,0,,Variance,Mean,Stddev,Label,0.6,0.615,0.63,0.645,0.66,0.675,0.69,0.705,0.72,0.735,0.75,0.765,0.78,0.795,0.81,0.825,0.84,0.855,0.87,0.885,0.9,0.915,0.93,0.945,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Each honey has a TA-factor, but with Manuka honey it is particularly high.",0.757757743035,0.745240802656,0.765192780627,0.738708814394,0.759226270274,0.728281362820,,,0,0,0,0,0,0,,0.0004326435393,0.752730184850,0.02080008508,Dignity=0,0,0,0.000000005281492018,0.0000002869492379,0.000009268190179,0.0001779615628,0.002031416137,0.01378519768,0.05561199971,0.1333722379,0.1901532611,0.1611697494,0.08120909981,0.02432580804,0.00433182863,0.0004585816498,0.00002886047606,0.000001079771156,0.00000002401603823,0.0000000003175502241,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We have opted for the TA-Factor, since this factor cannot be influenced unlike other factors and can be clearly measured and not manipulated.",0.782459695870,0.766066611036,0.775510388345,0.778838273253,0.783698076886,0.734460612893,,,0,0,0,0,1,0,,0.0004131390158,0.761130250986,0.02032582141,Dignity=1,0,0,0.0000000001799027275,0.00000001601223231,0.0000008266934949,0.00002475800585,0.0004300959028,0.004334045363,0.02533378632,0.08589843603,0.1689463888,0.1927485293,0.1275591851,0.04896783489,0.01090406851,0.001408460733,0.0001055308459,0.000004586618282,0.000000115633662,0.000000001691042273,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The TA factor is ascertained by drawing a sample, applying it to a nutrient agar plate and measuring the percentage of the bacteria on the nutrient plate that have been killed by the honey.",0.758558112974,0.757235304272,0.760958406185,0.742796694804,0.758776612606,0.755895250191,,,0,0,0,0,0,0,,0.0005306136045,0.777034666648,0.02303505165,Dignity=2,0,0,0.000000000246108079,0.00000001271195756,0.0000004296768007,0.000009504171954,0.0001375718484,0.001303130075,0.008077721415,0.03276671338,0.08698007972,0.1510948383,0.1717601312,0.1277726806,0.06220088398,0.01981517971,0.004130878125,0.0005635463698,0.00005031063964,0.000002939225652,0.000000112369624,0.00000000281130415,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGO factor refers to the level of methylglyoxal in the honey.,0.749872419931,0.740005736653,0.752089944821,0.740337973176,0.750404394608,0.745317580926,,,0,0,0,0,0,0,,0.0004773049067,0.758129430389,0.02184730891,Solidarity=0,0,0,0.000000006203255013,0.0000002747960609,0.000007597598633,0.0001311043697,0.001411994363,0.009491257047,0.03981892066,0.1042629979,0.1703907085,0.173794723,0.1106374706,0.0439585003,0.01090080254,0.001687131965,0.0001629726064,0.000009825510966,0.0000003697180504,0.000000008682826839,0.0000000001272701634,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylglyoxal is produced by the degradation of glucose.,0.743226387454,0.732559888427,0.740789933927,0.736472333685,0.726700089828,0.769602945807,,,0,0,0,0,0,0,,0.0007423828169,0.781372280893,0.02724670286,Solidarity=1,0,0.000000001172906571,0.00000002906493783,0.0000005319247711,0.000007189618905,0.00007176891227,0.0005291047931,0.002880858089,0.01158448878,0.03440382418,0.07545906224,0.122233691,0.1462329653,0.1292035616,0.08430988994,0.04063098935,0.0144614257,0.00380136579,0.000737977382,0.0001058086758,0.00001120403212,0.0000008761979828,0.00000005060634725,0.000000002158651686,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Among other things, MGO is responsible for premature aging of the cells and is also produced during the combustion of diesel.",0.734833372577,0.736038499760,0.729176120741,0.734658019748,0.719454936702,0.757281316462,,,0,0,0,0,0,0,,0.000626773245,0.788399342605,0.02503543978,Solidarity=2,0,0,0.0000000003233973233,0.00000001197073061,0.00000030945764,0.000005586992341,0.00007044517593,0.0006203271013,0.00381492995,0.01638508488,0.04914814583,0.1029584264,0.150630518,0.1539077035,0.1098257206,0.05473234808,0.01904936109,0.004630341935,0.0007860352594,0.00009318956989,0.000007715941069,0.0000004461766229,0.0000000180185997,0.000000000508196392,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MGO is also formed when honey is heated, the higher the MGO value, the more likely the honey has been heated.",0.731262435246,0.735973068103,0.758629912416,0.724171092031,0.754244135481,0.732567584329,,,0,0,0,0,0,0,,0.0004429223495,0.765197185317,0.02104572046,Plurality=0,0,0,0.0000000002073155539,0.0000000156594921,0.0000007117153384,0.00001946336142,0.0003202670333,0.003170950734,0.01889076826,0.06771620549,0.1460556884,0.1895514915,0.1480194561,0.06954938115,0.01966303734,0.003344959056,0.0003423843271,0.00002108724357,0.0000007814633607,0.00000001742530125,0.0000000002337947945,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Manuka honey is unheated - because honey should not be exposed to temperatures above 39  C.,0.721275950560,0.714876865185,0.695910814031,0.720103456825,0.713096828042,0.722498395412,,,0,0,0,0,0,0,,0.0006260346218,0.797704826878,0.02502068388,Plurality=1,0,0,0,0.000000001300863937,0.00000004219007812,0.0000009552150539,0.00001509747642,0.0001665788789,0.00128306271,0.006899032716,0.0258964897,0.06785876736,0.1241319013,0.1585160425,0.1413108174,0.08794071023,0.03820470954,0.01158660519,0.002453058406,0.0003625533661,0.00003740661139,0.000002694245506,0.0000001354685055,0.000000004755014935,0.0000000001165139174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The MGO value also increases during storing of honey.,0.747445807235,0.739633777974,0.771699222819,0.749269924335,0.759592262951,0.764740324042,,,0,0,0,0,0,0,,0.001543069224,0.802399719698,0.03928191982,Plurality=2,0.0000001745251275,0.000001160570162,0.000006670508326,0.00003313756199,0.0001422840664,0.0005280390934,0.001693752612,0.004695782488,0.01125226777,0.02330484605,0.04171829116,0.06454771551,0.08631958316,0.09977273687,0.09967552446,0.08606751546,0.0642338711,0.04143458738,0.02310127945,0.0111322549,0.004636650307,0.001669166411,0.0005193606283,0.0001396730134,0.00003246609653,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If MGO is removed from Manuka honey, it remains antibacterial.",0.737322005598,0.741058754611,0.739783261611,0.743769423880,0.739878185769,0.732833973789,,,0,0,0,0,0,0,,0.0004299071735,0.761079654826,0.02073420299,Subsidiarity=0,0,0,0.0000000004032850581,0.00000003007629703,0.000001329047242,0.0000347984814,0.0005398635232,0.004962625435,0.02702979982,0.08723243212,0.1668080297,0.1889991034,0.1268838521,0.05047272881,0.01189627612,0.001661380489,0.0001374773004,0.000006740571269,0.0000001958241427,0.000000003370851207,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
