combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 hectares in harmony with nature.,0.750270793830,0.761114652047,0.755889703700,0.778269924978,0.738568758118,0.789049045832,,,0,0,0,0,0,1,,0,Subsidiarity,13,E,M,Subsidiarity=0,0.6731657248,0.7288549356,0.7553135418,0.8017341031,,Subsidiarity=0,0.6897520061,0.7288549356,0.7553135418,0.7892408283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 million in the Über-Drüber storage and production hall - money that went to companies in our region.,0.696830970065,0.733711678873,0.734096688056,0.753579284783,0.713930804168,0.741260095549,,,0,2,0,0,0,0,,1,Subsidiarity,13,E,M,Subsidiarity=1,0.748374197,0.7534378145,0.7686719722,0.7770956815,,Subsidiarity=1,0.7485248815,0.7534378145,0.7686719722,0.7767032448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59  17.,0.731123229250,0.737540007950,0.732923057207,0.736131182452,0.730938642068,0.736558037170,,,0,0,0,0,0,0,,2,Subsidiarity,13,E,M,Subsidiarity=2,0.7506899027,0.7711621365,0.781178664,0.8014050343,,Subsidiarity=2,0.7518629203,0.7711621365,0.781178664,0.8002190286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 BIO IST ETHISCH.,0.763352940690,0.752852448186,0.761710888509,0.758883644372,0.757825111563,0.779425982696,,,0,1,0,0,0,1,,0,Reciprocity,14,F,N,Reciprocity=0,0.666965173,0.7098614888,0.7370037846,0.826399034,,Reciprocity=0,0.6800278401,0.7098614888,0.7370037846,0.7792599352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69  156.,0.748742369165,0.747100665093,0.741152113239,0.738779875045,0.726435921715,0.744019074324,,,0,0,0,0,0,0,,1,Reciprocity,14,F,N,Reciprocity=1,0.6796817029,0.7189759798,0.7544606155,0.8110719991,,Reciprocity=1,0.6890315303,0.7189759798,0.7544606155,0.7942130034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 BIO IST GESÜNDER.,0.737760773227,0.740282322053,0.745215613633,0.740573425617,0.730711685871,0.758720779333,,,0,0,0,0,1,1,,2,Reciprocity,14,F,N,Reciprocity=2,0.6959420823,0.726692497,0.7600153581,0.8374021101,,Reciprocity=2,0.696188511,0.726692497,0.7600153581,0.8252081779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 BIO SCHMECKT BESSER.,0.722372274902,0.710725316004,0.734864916110,0.717956921094,0.706152975444,0.720855887634,,,0,0,0,0,0,1,,0,Sustainability,15,G,O,Sustainability=0,0.6818003487,0.7257618665,0.7561686602,0.8166477981,,Sustainability=0,0.6930584544,0.7257618665,0.7561686602,0.7999778994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 BIO IST OHNE KÜNSTLICHE ZUSÄTZE.,0.704299338583,0.702541660892,0.711284148187,0.717675858732,0.688489503353,0.712198973285,,,0,0,0,0,0,1,,1,Sustainability,15,G,O,Sustainability=1,0.6943073132,0.7429222426,0.7708212826,0.8222331276,,Sustainability=1,0.7027921733,0.7429222426,0.7708212826,0.8160103154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 Book Auf der Sonnenseite On the sunny side  24.,0.711478490369,0.713497848267,0.713623425458,0.711179366991,0.700296071286,0.713011214941,,,0,0,0,0,0,0,,2,Sustainability,15,G,O,Sustainability=2,0.7105709895,0.7428520031,0.7863014328,0.8610847013,,Sustainability=2,0.7147363845,0.7428520031,0.7863014328,0.8519419099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90 Company Press Imprint Data protection Service Delivery  Payment FAQ Terms  Conditions Withdrawalreturn Cookie settings B2B Certificates Newsletter registration I have read and accepted the data protection statement.,0.706676129504,0.728954871139,0.711073103942,0.742737935955,0.747657799160,0.727692397637,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901000g Currently not available Show details We know no limitations when it comes to fairness and appreciation.,0.774206656753,0.766326151117,0.759538934383,0.752776597664,0.743787161640,0.753511626742,,,2,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99  147.,0.724721836244,0.719409950505,0.728569623597,0.709449433138,0.720249307135,0.727593737620,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99  149.,0.728222137365,0.713664412626,0.718018020258,0.713378766131,0.710460437976,0.723218524204,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99  199.,0.745151394818,0.730707502692,0.739805842775,0.734898829152,0.729527372629,0.744652956495,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99  99.,0.748664964120,0.738462997934,0.741237691768,0.733884667088,0.731517315663,0.749579644374,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A big step Speaking of family Ana and Daniel had to leave friends and relatives behind for their dream of having their own farm.,0.751726872135,0.763007270702,0.742927484871,0.753924579238,0.743539386089,0.744062352284,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A big step, which is rewarded with a view of their herb fields each morning.",0.769101319861,0.746999375005,0.740656756817,0.761086370807,0.747072853636,0.765300732745,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A centuries-old brick country farmyard in mint condition.,0.730303003430,0.726963346100,0.742951488191,0.736350407726,0.731530581350,0.752605019820,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A collaboration with adventure Gaining a foothold in Albania has been challenging.,0.717844725464,0.749783636061,0.749016177750,0.773652819591,0.744593256722,0.735747486910,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A colourful selection of organic herbs and spices for SONNENTOR grow on the Bauer familys herbal farm aromatic hemp, fragrant apple mint and soothing mallow are their fortes.",0.715630347398,0.729696643241,0.730780661735,0.744861089731,0.724079734660,0.756421610433,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A conversion of the TA factor into the MGO factor is not possible.,0.677934009245,0.669792735168,0.666520604679,0.688795815716,0.674731725535,0.683835819910,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A farming family, strong and refreshing, like their chocolate mint.",0.731008406196,0.732611034273,0.737172065798,0.730362920047,0.729856870114,0.755961451557,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A large family with its own access to a sea of flowers.,0.762818622544,0.762487397948,0.771411461688,0.747348582753,0.735098419515,0.760699234831,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A large part of the processing happens directly on the farm, such as drying and packaging of the raw materials.",0.696977312143,0.697328540269,0.701264163705,0.740018095938,0.700997247491,0.727949114240,,,0,0,0,0,0,1,,Gauss Curve Data,,,,List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A life with organic-dynamic balance.,0.777724896876,0.762083286098,0.766966802259,0.781027778733,0.777628725345,0.816415351155,,,0,0,0,0,0,1,,Variance,Mean,Stddev,Label,0.6,0.615,0.63,0.645,0.66,0.675,0.69,0.705,0.72,0.735,0.75,0.765,0.78,0.795,0.81,0.825,0.84,0.855,0.87,0.885,0.9,0.915,0.93,0.945,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A logistical challenge The farming families live in the middle of the jungle.,0.720272003623,0.728655969226,0.730753932540,0.755330330238,0.708981722125,0.755549549798,,,0,0,0,0,0,0,,0.0004233085215,0.722137674912,0.02057446285,Dignity=0,0.000000004317181182,0.0000002508375786,0.000008565359334,0.0001718934142,0.0020273725,0.01405298323,0.05724850732,0.1370630748,0.1928579011,0.1594832454,0.07750921825,0.02213871001,0.003716309962,0.0003666335556,0.00002125754733,0.0000007243605032,0.0000000145063126,0.0000000001707339803,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A lot of manual labour goes into growing pansies, golden lemon balm, vegetables, potatoes, dandelions, poppy seeds on nine hectares or land.",0.719359760973,0.746045139570,0.731514862593,0.744087751706,0.716769183079,0.752916513906,,,0,0,0,0,0,0,,0.0003621751124,0.734445580508,0.01903089889,Dignity=1,0,0.0000000005852211831,0.00000006037776012,0.000003346802277,0.00009967338609,0.001594866982,0.01371089548,0.06332909351,0.1571581187,0.2095397731,0.1501039828,0.05777155541,0.01194626112,0.001327229557,0.00007922389386,0.000002540752854,0.00000004377889124,0.0000000004052874846,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A lucky life decision with a natural vision.,0.760289307073,0.735288789841,0.739200800222,0.746314997081,0.738126428428,0.760411214698,,,0,0,0,0,0,0,,0.0005786365111,0.751444524688,0.0240548646,Dignity=2,0.0000000004098559094,0.00000001710764972,0.0000004840343641,0.000009283008312,0.0001206779658,0.001063393301,0.006351649977,0.02571614655,0.07057516864,0.1312878859,0.1655480551,0.1414979698,0.08197907853,0.03219456443,0.008570156898,0.001546399461,0.000189139094,0.00001568077837,0.0000008812124549,0.00000003356760334,0.0000000008667358101,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A name worthy of an organic farmer!,0.748053508176,0.750042180057,0.735430635732,0.751479990056,0.732592850270,0.780248787498,,,0,0,0,0,0,1,,0.0004627025374,0.728515921794,0.02151052155,Solidarity=0,0.000000003289320512,0.0000001663017169,0.000005170128747,0.00009883711701,0.001161857499,0.008398461732,0.03733023428,0.1020318519,0.1714845145,0.1772262847,0.1126277592,0.04401258125,0.01057602142,0.001562722587,0.0001419892752,0.000007933106438,0.0000002725493218,0.000000005757858872,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A paradise for the children of nature Security, emotional and social well-being and, above all, respectful and dignified interaction with children are the central anchors of the LITTLE SUNSHINE KINDERGARTEN SONNENSCHEINCHEN.",0.763694666796,0.755278335062,0.745314423429,0.760359584655,0.743283541386,0.772886628138,,,2,2,0,0,0,0,,0.0005788410484,0.748418251846,0.0240591157,Solidarity=1,0.0000000009036996322,0.00000003482989873,0.0000009100530054,0.0000161200927,0.0001935774443,0.001575898852,0.008697377018,0.03254127943,0.08254054309,0.141933983,0.1654595461,0.1307626271,0.07005865835,0.02544640091,0.00626581091,0.00104595879,0.0001183690696,0.000009081305046,0.0000004723290579,0.00000001665434032,0.0000000003981040317,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A peaceful organic farm with refreshing powers of nature.,0.744996177287,0.750433298049,0.744327451509,0.766527172456,0.746466103801,0.790173432986,,,0,0,0,0,0,1,,0.0005258801859,0.753010898948,0.02293207766,Solidarity=2,0,0.000000002374363708,0.00000009823584225,0.000002649586002,0.00004658771269,0.0005340108442,0.003990378431,0.01943852969,0.06173025349,0.127796226,0.1724738734,0.1517448376,0.08703418233,0.03254251412,0.007932273328,0.001260461425,0.0001305710113,0.000008817577729,0.0000003881835663,0.00000001114064446,0.0000000002084341155,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A perspective that was in line with the farmers ethics and at the same time ensured their livelihood.,0.772059478106,0.770213159340,0.753758242851,0.773738519768,0.761023912516,0.810760757179,,,0,2,0,0,1,0,,0.0004381124732,0.728435902298,0.02093113645,Plurality=0,0.000000001270878792,0.00000007986085926,0.000003002787633,0.00006755788607,0.0009094697917,0.007325905269,0.03530978816,0.1018332768,0.1757296804,0.1814518135,0.1121084376,0.04144537569,0.009168001057,0.00121348391,0.00009610681456,0.000004554441594,0.0000001291447883,0.000000002191186915,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A proverb that could not be more fitting for the Grünstäudl family farm.,0.742571983626,0.748140380361,0.738125076436,0.749993638804,0.731350982861,0.758110940494,,,0,0,0,0,0,0,,0.0007590436203,0.765558113604,0.02755074628,Plurality=1,0.000000002086741113,0.00000004742275599,0.0000008012517324,0.00001006503174,0.00009399944527,0.0006526786519,0.003369283073,0.01293122199,0.03689823647,0.07827726215,0.1234609515,0.1447730044,0.126214581,0.08180793827,0.03942260699,0.01412404876,0.003762158178,0.0007450387637,0.0001096944519,0.00001200755074,0.0000009772106101,0.0000000591270065,0.000000002659791448,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A proverb that could not be more fitting for the Grünstäudl family farm.,0.742552464666,0.748123795586,0.738091914443,0.749978632647,0.731338312318,0.758092625596,,,0,0,0,0,0,0,,0.001547390602,0.767829873511,0.03933688602,Plurality=2,0.00001130885956,0.00005350538665,0.0002188906167,0.0007742972649,0.002368313812,0.006263566789,0.01432369682,0.02832301415,0.04842557221,0.07159142305,0.09151624061,0.1011547521,0.09667748653,0.07989421869,0.05708950789,0.03527347016,0.01884477763,0.008705320988,0.003477198662,0.001200950647,0.0003586507635,0.00009261243458,0.0000206784406,0.000003992245229,0.0000006664500099,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A start has been made.,0.747866238870,0.748012189985,0.745120012519,0.763461217470,0.738085063537,0.760365312773,,,0,0,0,0,0,0,,0.0004254959296,0.742124351264,0.02062755268,Subsidiarity=0,0,0.000000001094144716,0.00000007422403217,0.000002967301604,0.00006990789276,0.0009705951198,0.007941405409,0.03829164319,0.1088072944,0.1822046228,0.1798076411,0.1045693161,0.03583832995,0.007238334211,0.0008615428285,0.0000604313761,0.000002498017451,0.00000006085213555,0.0000000008735817491,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A visit is planned.,0.761211930149,0.743832041573,0.737085954749,0.737190914896,0.747651395536,0.750767524872,,,0,0,0,0,0,0,,0.0001123874519,0.761989718099,0.01060129482,Subsidiarity=1,0,0,0,0,0,0,0,0.0000001996747616,0.0001475506806,0.0147265313,0.1985184695,0.3614452963,0.08888437891,0.002952225399,0.00001324386631,0.000000008024560754,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
