combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A start has been made.,0.787612747737,0.802394202745,0.785706825829,0.790690150152,0.785965431640,0.777584941051,,,0,0,0,0,0,0,,2,Sustainability,15,G,O,Sustainability=2,0.7130750222,0.7658020075,0.8124275305,0.8701479853,,Sustainability=2,0.7349953672,0.7658020075,0.8124275305,0.8604662673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallery Fairness, worldwide!",0.784693469245,0.819875166908,0.792798007880,0.803319502576,0.771712265624,0.765565741893,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW ZEALAND - LAND OF MANUKA HONEY Bernhard Schneider is the only organic beekeeper within 45,000 hectares of land.",0.748180458653,0.750856051393,0.743928623810,0.743202229819,0.738137320627,0.758571893479,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In total, he has access to 732 hectares of land for his honey production, of which 300 hectares are part of an afforestation program.",0.729822664584,0.739774238513,0.729600774388,0.737136863560,0.732131886586,0.740189354816,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This project not only produces delicious honey, but the planting and conservation of trees also compensates for large amounts of CO2.",0.743465460886,0.750435324552,0.748084198988,0.753871856483,0.746572880252,0.790736705553,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey Maori, the natives of New Zealand, have known of the extraordinary qualities of this honey for a long time.",0.760251241279,0.761798237910,0.752114278017,0.739253751255,0.749999100113,0.727011940568,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey originates from the flower nectar of the Manuka myrtle, or just Manuka, a hardy bush in the mountainous regions of New Zealand.",0.737889427327,0.743453808796,0.729043436796,0.728066844681,0.727003006234,0.728014270596,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey extracted from this plant has special healing properties.,0.744506917576,0.745839329322,0.737730163369,0.729045280339,0.762479060664,0.726803018000,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is full-bodied in flavour and to preserve the special properties of the honey, it should not be heated and therefore not used in hot tea.",0.723919239325,0.729963674422,0.719861445480,0.713125057933,0.709281827646,0.700224559455,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It has a slightly minty flavour at the finish.,0.751212265915,0.764581375218,0.757762473436,0.744421943461,0.752429142303,0.734797757656,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is best enjoyed on an empty stomach and never with hot liquid, so that it can unfold its full potential.",0.752254524145,0.746264150145,0.735119874426,0.742378877040,0.730513558080,0.710492264318,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee happy!,0.743639695084,0.750100408749,0.743139515037,0.753118300286,0.758872303694,0.746773845100,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contribution to nature conservation No intervention in the natural cycles of the insects, counteracts bee die-off and SONNENTOR thyme oil is used as a natural and effective remedy against Varroa mite.",0.740980393940,0.745740904391,0.739230576688,0.760628472818,0.743256377977,0.755556718657,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consequently, the burning of infested beehives can be prevented.",0.732660251733,0.734266339337,0.743294532647,0.750158895685,0.743696274216,0.753356458869,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Further, enough honey is left for the bees in the hives, no additional sugar is needed to feed them and no chemicals are added to the hives.",0.744452358487,0.744145022861,0.732624543093,0.737087895505,0.740132581081,0.722022269829,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measurement of the valence of Manuka honey TA factor TA means total activity and shows the disinfecting effect of the honey by measuring the natural peroxide activity.,0.756331571342,0.778384410950,0.769030887385,0.760123399246,0.767496730677,0.748476278794,,,0,0,0,0,0,0,,Gauss Curve Data,,,,List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In principle, the higher the factor, the more valuable the honey.",0.792287504073,0.794404741423,0.801521332075,0.800279987969,0.785696742807,0.769708033937,,,0,0,0,0,0,0,,Variance,Mean,Stddev,Label,0.6,0.615,0.63,0.645,0.66,0.675,0.69,0.705,0.72,0.735,0.75,0.765,0.78,0.795,0.81,0.825,0.84,0.855,0.87,0.885,0.9,0.915,0.93,0.945,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Each honey has a TA-factor, but with Manuka honey it is particularly high.",0.748455544516,0.755101650906,0.758850952974,0.740683333535,0.738231879057,0.710962191068,,,0,0,0,0,0,0,,0.0005916371829,0.756441312024,0.02432359313,Dignity=0,0.0000000001707216789,0.000000007451716737,0.0000002223624919,0.000004536325998,0.00006326805914,0.0006032568982,0.003932399314,0.01752469453,0.05339257075,0.1112112538,0.1583631647,0.1541690291,0.1026071519,0.04668696668,0.01452282866,0.003088476486,0.0004490295422,0.0000446316621,0.00000303283467,0.0000001408938193,0.000000004474790195,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We have opted for the TA-Factor, since this factor cannot be influenced unlike other factors and can be clearly measured and not manipulated.",0.753672734750,0.761078693635,0.765245396900,0.767012309560,0.756809606131,0.730465046029,,,0,0,0,0,1,0,,0.0005090683249,0.766344791863,0.02256254252,Dignity=1,0,0,0.000000002078967877,0.00000009260653736,0.000002651455526,0.0000487950629,0.0005771866157,0.004388392412,0.02144586133,0.06736438753,0.1360085066,0.176502399,0.1472258219,0.07893437898,0.02720177473,0.006025278384,0.0008578390835,0.00007850247964,0.000004617530312,0.0000001745761732,0.00000000424237464,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The TA factor is ascertained by drawing a sample, applying it to a nutrient agar plate and measuring the percentage of the bacteria on the nutrient plate that have been killed by the honey.",0.738103956790,0.759149454461,0.759265544540,0.754016665591,0.746748206616,0.741366044820,,,0,0,0,0,0,0,,0.0007452616626,0.797795398007,0.027299481,Dignity=2,0,0,0.0000000009143952561,0.00000002303002069,0.0000004288821591,0.000005905612151,0.00006012777742,0.0004526564036,0.0025196805,0.01037064026,0.03156086902,0.07101917528,0.1181641091,0.1453713534,0.1322377255,0.08894370094,0.04423421358,0.01626614776,0.004422770501,0.0008891752871,0.0001321793622,0.00001452858131,0.00000118077202,0.00000007095650026,0.000000003152837656,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGO factor refers to the level of methylglyoxal in the honey.,0.736426195027,0.756155808763,0.744812359939,0.747843533321,0.755817805381,0.734044708665,,,0,0,0,0,0,0,,0.0005366620255,0.765137866337,0.02316596697,Solidarity=0,0,0.0000000001303883225,0.000000007025658556,0.0000002489165778,0.000005798812203,0.00008882653221,0.0008946739899,0.005925231956,0.02580265181,0.07388253157,0.1391033646,0.1722074526,0.1401795594,0.07503016117,0.02640617572,0.006110736812,0.0009298225834,0.00009303043285,0.000006120239732,0.0000002647465241,0.000000007530269866,0.0000000001408345644,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylglyoxal is produced by the degradation of glucose.,0.730721972368,0.744309495557,0.729510911842,0.743771939893,0.733494712258,0.759986328118,,,0,0,0,0,0,0,,0.0007651085967,0.786577034872,0.02766059646,Solidarity=1,0,0.0000000006367793321,0.00000001588552035,0.0000002953237608,0.000004091473986,0.00004224211524,0.0003250094425,0.001863505845,0.007962510148,0.02535442099,0.06016471371,0.1063933468,0.1402075969,0.137693386,0.1007718131,0.05496035436,0.02233800763,0.006765872421,0.001527170874,0.0002568833286,0.00003220094864,0.000003008055683,0.0000002094052354,0.00000001086359729,0.0000000004199951158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Among other things, MGO is responsible for premature aging of the cells and is also produced during the combustion of diesel.",0.719191821472,0.739435845148,0.728731553525,0.737182767690,0.734697730212,0.754831798758,,,0,0,0,0,0,0,,0.0006670453466,0.804623439644,0.02582722104,Solidarity=2,0,0,0,0.0000000007839579191,0.0000000239851372,0.0000005237215988,0.000008161454902,0.00009077024499,0.0007204904892,0.004081518969,0.01650152982,0.04761408249,0.0980517736,0.1441067454,0.1511548157,0.1131536294,0.06045382875,0.02305090371,0.006272792533,0.001218267654,0.000168862543,0.00001670447226,0.000001179345396,0.00000005942348177,0.000000002136898999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MGO is also formed when honey is heated, the higher the MGO value, the more likely the honey has been heated.",0.718809579802,0.742096871452,0.748804010165,0.738210394112,0.763530658146,0.726511676703,,,0,0,0,0,0,0,,0.0005945726837,0.758107098602,0.02438386113,Plurality=0,0.0000000001213948347,0.000000005424031813,0.0000001659958428,0.000003479566644,0.00004995811807,0.0004912922856,0.003309228708,0.01526745278,0.04824578214,0.1044251436,0.1548116981,0.157201046,0.1093352122,0.05208559584,0.01699527456,0.003798321282,0.0005814443738,0.00006096458361,0.000004378244543,0.0000002153651271,0.000000007256107569,0.000000000167449944,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Manuka honey is unheated - because honey should not be exposed to temperatures above 39  C.,0.709236826974,0.710928897671,0.696032862098,0.704019214459,0.696786727229,0.703624764264,,,0,0,0,0,0,0,,0.0008202871831,0.797480123502,0.02864065612,Plurality=1,0,0.0000000002132965455,0.000000005231319008,0.00000009752459111,0.000001381950933,0.00001488492531,0.0001218642297,0.0007583704233,0.003587253579,0.01289787963,0.03524926882,0.07322467579,0.115621967,0.1387710265,0.1265997358,0.08778945429,0.04627297804,0.01853907679,0.005645784635,0.001306881057,0.0002299446818,0.00003075291074,0.000003126256712,0.0000002415675518,0.0000000141882264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The MGO value also increases during storing of honey.,0.746402663119,0.756339713137,0.764767289789,0.759006651160,0.772495180675,0.757057380141,,,0,0,0,0,0,0,,0.001175872859,0.804368846200,0.0342910026,Plurality=2,0.000000002252837206,0.00000002775855648,0.00000028246387,0.000002373711268,0.00001647372595,0.00009441798805,0.0004469064326,0.001746937747,0.005639455985,0.01503474107,0.03310195575,0.06018805565,0.0903786673,0.1120780359,0.1147820691,0.09707927983,0.06780754205,0.03911365648,0.01863278581,0.007330373866,0.002381625206,0.0006390276796,0.0001416005308,0.00002591248429,0.000003916085647,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
