combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This way, we can be 100 certain that their goods meet our high quality and organic standards.",0.628060182957,0.625033197436,0.640700166779,0.614834378182,0.661151054754,0.610219789096,,,0,0,0,0,2,1,,0,Subsidiarity,13,E,M,Subsidiarity=0,0.4413552404,0.5339148841,0.5921716795,0.7226793868,,Subsidiarity=0,0.4713229357,0.5339148841,0.5921716795,0.6704807253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And that the farmers are paid fairly.,0.601640784990,0.621729856656,0.617095175160,0.589753464152,0.614630389117,0.602732662900,,,1,0,0,0,2,0,,1,Subsidiarity,13,E,M,Subsidiarity=1,0.6076202116,0.6377278225,0.6761682658,0.7056553985,,Subsidiarity=1,0.6094020884,0.6377278225,0.6761682658,0.7040352027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional produce - worldwide At SONNENTOR, farmers benefit from the fruits of their work - and with them, whole regions.",0.606981811500,0.648727310263,0.619208741711,0.610742972830,0.649102091709,0.634325888301,,,0,2,0,0,0,0,,2,Subsidiarity,13,E,M,Subsidiarity=2,0.6088699772,0.6152081741,0.6544413361,0.702945939,,Subsidiarity=2,0.609020747,0.6152081741,0.6544413361,0.7002095168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Due to the sustainable practice of our international cultivation partners, value is added to their products.",0.664671199503,0.670565182610,0.695196994822,0.638925589005,0.695695912009,0.722461200883,,,0,0,0,0,0,2,,0,Reciprocity,14,F,N,Reciprocity=0,0.4340924111,0.5391306524,0.5968989094,0.7616010286,,Reciprocity=0,0.473572016,0.5391306524,0.5968989094,0.7049427097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Products are harvested by hand and processed on site.,0.601614296851,0.580209574729,0.575185906261,0.549155325892,0.559380992235,0.590278176031,,,0,0,0,0,0,0,,1,Reciprocity,14,F,N,Reciprocity=1,0.482049378,0.5696012353,0.6583580376,0.7490882678,,Reciprocity=1,0.4887393897,0.5696012353,0.6583580376,0.7372251715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This creates jobs in rural areas and secures the existence of many farmers' families over several generations.,0.568363425782,0.613906198252,0.602410726298,0.590327045754,0.614864472407,0.589106393219,,,0,2,0,0,0,0,,2,Reciprocity,14,F,N,Reciprocity=2,0.544424407,0.6158863652,0.6924376669,0.7632556518,,Reciprocity=2,0.5523826284,0.6158863652,0.6924376669,0.7503130685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Because organic cultivation protects the soils and sets the best conditions for long-term, fertile harvests.",0.533767705251,0.597178370689,0.607402220404,0.574985696694,0.560077657105,0.611406226987,,,0,0,0,0,0,2,,0,Sustainability,15,G,O,Sustainability=0,0.4441496789,0.5494191796,0.6055598626,0.7372428847,,Sustainability=0,0.470457228,0.5494191796,0.6055598626,0.6854693514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are convinced that this is the right path of international cooperation, and many more companies will eventually take the step towards direct trade.",0.633741096140,0.652428441611,0.661902148522,0.661192869154,0.689432304334,0.649398236772,,,0,0,0,0,2,0,,1,Sustainability,15,G,O,Sustainability=1,0.4931661004,0.5653812154,0.6199331787,0.7416178416,,Sustainability=1,0.5027491418,0.5653812154,0.6199331787,0.707672366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A start has been made.,0.570420370489,0.597887149565,0.583791706095,0.572422765951,0.579216437716,0.576503292832,,,0,0,0,0,0,0,,2,Sustainability,15,G,O,Sustainability=2,0.4940448822,0.5864182363,0.6735095899,0.7894679328,,Sustainability=2,0.5129178303,0.5864182363,0.6735095899,0.7874164186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallery Fairness, worldwide!",0.603012637173,0.623742573544,0.638254227931,0.562703307717,0.621009263702,0.599541032868,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW ZEALAND - LAND OF MANUKA HONEY Bernhard Schneider is the only organic beekeeper within 45,000 hectares of land.",0.528571559917,0.566860382479,0.559839154008,0.557694541758,0.565888869229,0.571882006345,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In total, he has access to 732 hectares of land for his honey production, of which 300 hectares are part of an afforestation program.",0.519258362168,0.566309595869,0.550291199569,0.543935962699,0.569831672111,0.566629959937,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This project not only produces delicious honey, but the planting and conservation of trees also compensates for large amounts of CO2.",0.525354745545,0.567915455984,0.569666744492,0.537904311834,0.578679489416,0.632692520344,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey Maori, the natives of New Zealand, have known of the extraordinary qualities of this honey for a long time.",0.545496501100,0.600824579136,0.594665674586,0.529397718408,0.577234640401,0.547534568536,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey originates from the flower nectar of the Manuka myrtle, or just Manuka, a hardy bush in the mountainous regions of New Zealand.",0.496617041762,0.516634273155,0.526575612368,0.514235958917,0.530366700134,0.511720475249,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey extracted from this plant has special healing properties.,0.507021659101,0.536201006170,0.537235177467,0.505361744264,0.528752925001,0.516308014472,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is full-bodied in flavour and to preserve the special properties of the honey, it should not be heated and therefore not used in hot tea.",0.539013610372,0.523542670467,0.568522228746,0.513551092240,0.501812173607,0.500906563499,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It has a slightly minty flavour at the finish.,0.541259299434,0.574565597371,0.559764639817,0.545009852883,0.571938733401,0.565956249356,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is best enjoyed on an empty stomach and never with hot liquid, so that it can unfold its full potential.",0.550542486206,0.548360297390,0.587798510718,0.548539350345,0.540591481444,0.522810126637,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee happy!,0.515700172933,0.524320629346,0.548698150796,0.524616264000,0.519216458986,0.510471652439,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contribution to nature conservation No intervention in the natural cycles of the insects, counteracts bee die-off and SONNENTOR thyme oil is used as a natural and effective remedy against Varroa mite.",0.531488816649,0.564356963505,0.569709563640,0.540363229328,0.565854843255,0.614172391845,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consequently, the burning of infested beehives can be prevented.",0.536566988807,0.522327324757,0.566026018353,0.572408682594,0.526217256286,0.546443625332,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Further, enough honey is left for the bees in the hives, no additional sugar is needed to feed them and no chemicals are added to the hives.",0.548735113226,0.538682726764,0.548318538370,0.555575624344,0.541915460098,0.560619790908,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measurement of the valence of Manuka honey TA factor TA means total activity and shows the disinfecting effect of the honey by measuring the natural peroxide activity.,0.563049134457,0.600861003121,0.623968727570,0.572194051532,0.600838763254,0.555434699588,,,0,0,0,0,0,0,,Gauss Curve Data,,,,List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In principle, the higher the factor, the more valuable the honey.",0.581694027523,0.575498252808,0.638053873701,0.566385115935,0.590060668189,0.580724123646,,,0,0,0,0,0,0,,Variance,Mean,Stddev,Label,0.6,0.615,0.63,0.645,0.66,0.675,0.69,0.705,0.72,0.735,0.75,0.765,0.78,0.795,0.81,0.825,0.84,0.855,0.87,0.885,0.9,0.915,0.93,0.945,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Each honey has a TA-factor, but with Manuka honey it is particularly high.",0.528445484659,0.551118679465,0.592358624255,0.538910234156,0.579896402133,0.527587525540,,,0,0,0,0,0,0,,0.001968434233,0.567741313803,0.04436703994,Dignity=0,0.06903250143,0.05098877507,0.03359339759,0.01974202348,0.01034874727,0.004838851355,0.002018158001,0.0007508037445,0.000249147239,0.00007374695793,0.00001947110169,0.000004585591065,0.0000009632932185,0.0000001805011887,0.00000003016893731,0.000000004497781375,0.0000000005981292677,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We have opted for the TA-Factor, since this factor cannot be influenced unlike other factors and can be clearly measured and not manipulated.",0.618106610938,0.611375345488,0.629421876551,0.593327694031,0.617521566011,0.588782338584,,,0,0,0,0,1,0,,0.00168595467,0.587654242258,0.04106037835,Dignity=1,0.09286585278,0.07783471815,0.05708626854,0.03663793166,0.02057648715,0.01011235975,0.004348853548,0.001636583042,0.0005389423406,0.0001553057569,0.0000391628057,0.000008641736789,0.000001668665412,0.0000002819541469,0.00000004168969349,0.000000005394111393,0.0000000006107340201,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The TA factor is ascertained by drawing a sample, applying it to a nutrient agar plate and measuring the percentage of the bacteria on the nutrient plate that have been killed by the honey.",0.538963438521,0.547839990062,0.564485221037,0.539744328652,0.571232374757,0.527366098162,,,0,0,0,0,0,0,,0.002201492026,0.652185517303,0.04692005995,Dignity=2,0.04580703957,0.06210989248,0.07603314439,0.08403471794,0.08385484558,0.07554595259,0.06144801547,0.04512509639,0.02991865358,0.0179093395,0.00967900501,0.004722755708,0.002080529461,0.0008274959555,0.0002971471102,0.00009633647778,0.00002819834618,0.000007451953453,0.000001777993834,0.0000003830045991,0.00000007448886364,0.00000001307953578,0.000000002073513815,0.0000000002967803601,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGO factor refers to the level of methylglyoxal in the honey.,0.518940774570,0.528948245685,0.565092297726,0.544903025870,0.536470517952,0.526727341263,,,0,0,0,0,0,0,,0.001607286585,0.580859872869,0.04009097885,Solidarity=0,0.08879113855,0.06924617449,0.04694897944,0.0276732863,0.01418076061,0.00631746035,0.002446750769,0.0008238367319,0.0002411552824,0.00006137006973,0.00001357752664,0.000002611493324,0.0000004366780738,0.00000006348016712,0.000000008022670331,0.0000000008814629063,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylglyoxal is produced by the degradation of glucose.,0.496057749934,0.493371063741,0.511344861411,0.506904851693,0.499062100792,0.489905810586,,,0,0,0,0,0,0,,0.001976535577,0.616205360390,0.04445824532,Solidarity=1,0.0839665552,0.08970117446,0.08551686555,0.07275574151,0.05523884894,0.03742689693,0.02263001668,0.01221090293,0.005879935142,0.00252673179,0.0009689639179,0.000331602593,0.0001012721622,0.00002760095438,0.000006713051328,0.000001457060847,0.0000002822261562,0.0000000487841436,0.000000007525267838,0.000000001035922081,0.0000000001272606305,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Among other things, MGO is responsible for premature aging of the cells and is also produced during the combustion of diesel.",0.490778141985,0.538391706383,0.530347905503,0.543556992948,0.490489526452,0.549448916469,,,0,0,0,0,0,0,,0.001339110601,0.654013916703,0.03659386015,Solidarity=2,0.03667802277,0.06175665436,0.08790034724,0.1057612091,0.1075700102,0.09248791693,0.06722143396,0.04130090165,0.02145064124,0.009417811894,0.003495334392,0.001096620688,0.000290839323,0.00006520468503,0.00001235758094,0.000001979780818,0.0000002681203308,0.00000003069526356,0.000000002970584927,0.0000000002430197476,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MGO is also formed when honey is heated, the higher the MGO value, the more likely the honey has been heated.",0.498739976762,0.534564647811,0.562654863622,0.538497416390,0.529626388630,0.518734835956,,,0,0,0,0,0,0,,0.001857370867,0.593258626671,0.04309722574,Plurality=0,0.09144239593,0.08150764871,0.06436342489,0.04502668132,0.0279055601,0.01532150973,0.007452506975,0.003211391351,0.001225953754,0.0004146149472,0.0001242240928,0.00003297286809,0.000007753497102,0.000001615208327,0.0000002980914183,0.00000004873718194,0.000000007059295586,0.0000000009058417478,0.0000000001029753579,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Manuka honey is unheated - because honey should not be exposed to temperatures above 39  C.,0.512894310097,0.473265922486,0.505556641522,0.506710023736,0.476254406650,0.480192316753,,,0,0,0,0,0,0,,0.002269335183,0.672256339552,0.04763753964,Plurality=1,0.02650805248,0.04066953308,0.0565068542,0.0711006635,0.08101897714,0.08360657597,0.07813303578,0.06612558679,0.05068097468,0.03517717484,0.0221114659,0.01258678149,0.006488621323,0.00302921951,0.001280706579,0.0004903533142,0.0001700235848,0.00005338875601,0.00001518207085,0.000003909784364,0.0000009118327285,0.0000001925830792,0.00000003683508325,0.000000006380368531,0.000000001000853362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The MGO value also increases during storing of honey.,0.499713440021,0.530836678491,0.566075269395,0.528788458155,0.539758614781,0.538146167210,,,0,0,0,0,0,0,,0.002987290427,0.664244909325,0.05465611061,Plurality=2,0.03658040487,0.04863990953,0.05998274593,0.06860397223,0.07277153168,0.07159177065,0.06532118067,0.05527570398,0.04338143094,0.03157641333,0.0213162624,0.01334592413,0.007749533848,0.004173417588,0.002084478589,0.0009655891335,0.0004148361882,0.0001652913911,0.00006108198876,0.00002093463711,0.00000665437145,0.000001961724322,0.0000005363623044,0.0000001360090646,0.0000000319865053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If MGO is removed from Manuka honey, it remains antibacterial.",0.503326275885,0.519569684489,0.552223329209,0.544063185527,0.512791547742,0.506604352579,,,0,0,0,0,0,0,,0.001961165719,0.564380810172,0.04428505074,Subsidiarity=0,0.06518910073,0.04687547592,0.03005320475,0.01717949092,0.008755968502,0.003978986732,0.001612186171,0.000582414652,0.0001875960945,0.00005387529902,0.00001379526332,0.000003149522357,0.0000006411118388,0.0000001163582813,0.00000001882934441,0.000000002716736393,0.0000000003494895561,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
