combined,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Manual,Dignity,Solidarity,Plurality,Subsidiarity,Reciprocity,Sustainability,,Boxplots,,,,,Boxplot Data,0,0.25,0.75,1,,Boxplot Data,0.01,0.25,0.75,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This way, we can be 100 certain that their goods meet our high quality and organic standards.",0.487741547362,0.503608937389,0.457978199847,0.457519619224,0.528820355752,0.528801348457,,,0,0,0,0,2,1,,0,Subsidiarity,13,E,M,Subsidiarity=0,0.2976618184,0.3896623017,0.4452715227,0.5669725377,,Subsidiarity=0,0.3339061391,0.3896623017,0.4452715227,0.5270091101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And that the farmers are paid fairly.,0.479587803167,0.502958166881,0.475904310828,0.514046459462,0.517621265392,0.506009651367,,,1,0,0,0,2,0,,1,Subsidiarity,13,E,M,Subsidiarity=1,0.4109852241,0.4633450017,0.4826718888,0.5090332852,,Subsidiarity=1,0.414063792,0.4633450017,0.4826718888,0.5079066088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Regional produce - worldwide At SONNENTOR, farmers benefit from the fruits of their work - and with them, whole regions.",0.437615866281,0.490096238762,0.432645932237,0.447693152686,0.493885966599,0.513069918833,,,0,2,0,0,0,0,,2,Subsidiarity,13,E,M,Subsidiarity=2,0.4277385855,0.4591115357,0.4955470899,0.5029242001,,Subsidiarity=2,0.4291859996,0.4591115357,0.4955470899,0.5028510481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Due to the sustainable practice of our international cultivation partners, value is added to their products.",0.468974387844,0.505839374478,0.496578177690,0.450663335649,0.587278400607,0.617677578418,,,0,0,0,0,0,2,,0,Reciprocity,14,F,N,Reciprocity=0,0.3402190142,0.4485364435,0.4991041436,0.6514555728,,Reciprocity=0,0.3750374818,0.4485364435,0.4991041436,0.5767419698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Products are harvested by hand and processed on site.,0.462001469426,0.449339982560,0.406447790588,0.438160364216,0.508293522236,0.527773621740,,,0,0,0,0,0,0,,1,Reciprocity,14,F,N,Reciprocity=1,0.415452855,0.4659161928,0.5612912689,0.6465061813,,Reciprocity=1,0.4220813902,0.4659161928,0.5612912689,0.6338291245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This creates jobs in rural areas and secures the existence of many farmers' families over several generations.,0.463934072562,0.517418467631,0.491595656922,0.460118992176,0.570658377994,0.545139675057,,,0,2,0,0,0,0,,2,Reciprocity,14,F,N,Reciprocity=2,0.4458061688,0.4978260859,0.5847215884,0.710858882,,Reciprocity=2,0.4512381384,0.4978260859,0.5847215884,0.7041436387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Because organic cultivation protects the soils and sets the best conditions for long-term, fertile harvests.",0.428061270161,0.454835980115,0.456540915998,0.471691923175,0.556424665599,0.546067860299,,,0,0,0,0,0,2,,0,Sustainability,15,G,O,Sustainability=0,0.2944726023,0.4163390493,0.4857754697,0.6389626392,,Sustainability=0,0.3313285263,0.4163390493,0.4857754697,0.5859179541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are convinced that this is the right path of international cooperation, and many more companies will eventually take the step towards direct trade.",0.447470470932,0.521283477397,0.483928432181,0.437429237064,0.612047637919,0.466209278870,,,0,0,0,0,2,0,,1,Sustainability,15,G,O,Sustainability=1,0.3310632968,0.4450199759,0.506994501,0.6680904169,,Sustainability=1,0.3652456345,0.4450199759,0.506994501,0.612900643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A start has been made.,0.462161101108,0.509107587665,0.398514175817,0.436738700135,0.509640689674,0.434692414006,,,0,0,0,0,0,0,,2,Sustainability,15,G,O,Sustainability=2,0.3901914733,0.4676218541,0.5586878789,0.7488070283,,Sustainability=2,0.3962813651,0.4676218541,0.5586878789,0.6992555903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gallery Fairness, worldwide!",0.498097988881,0.497631677922,0.519181043265,0.482002985810,0.475785770506,0.466691969635,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NEW ZEALAND - LAND OF MANUKA HONEY Bernhard Schneider is the only organic beekeeper within 45,000 hectares of land.",0.446725483775,0.451671944962,0.470905293226,0.425515413896,0.492147983914,0.501348028656,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In total, he has access to 732 hectares of land for his honey production, of which 300 hectares are part of an afforestation program.",0.354241365701,0.372472039685,0.420203798397,0.424764422190,0.467915246141,0.469927883400,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This project not only produces delicious honey, but the planting and conservation of trees also compensates for large amounts of CO2.",0.379133759337,0.455243591654,0.470342810066,0.427047579822,0.501208874051,0.513704641498,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey Maori, the natives of New Zealand, have known of the extraordinary qualities of this honey for a long time.",0.437721198143,0.469844324937,0.434410120088,0.344224094354,0.486247336990,0.459374578252,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey originates from the flower nectar of the Manuka myrtle, or just Manuka, a hardy bush in the mountainous regions of New Zealand.",0.387675807865,0.405385800914,0.425848004189,0.354124032712,0.469653095678,0.438754398055,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honey extracted from this plant has special healing properties.,0.395556026968,0.390907287043,0.404949727228,0.391168259079,0.520084225964,0.450444517044,,,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is full-bodied in flavour and to preserve the special properties of the honey, it should not be heated and therefore not used in hot tea.",0.421323685202,0.393058664608,0.392734892394,0.357620896166,0.454538005198,0.419590037940,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It has a slightly minty flavour at the finish.,0.409692931761,0.415802885448,0.370709216099,0.388295673896,0.439073260859,0.400237334088,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Manuka honey is best enjoyed on an empty stomach and never with hot liquid, so that it can unfold its full potential.",0.409273610463,0.388717301240,0.386846829914,0.384447586543,0.458102781490,0.401965185573,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bee happy!,0.360496580192,0.393636771606,0.360217038422,0.378931755004,0.420453362614,0.365844297962,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contribution to nature conservation No intervention in the natural cycles of the insects, counteracts bee die-off and SONNENTOR thyme oil is used as a natural and effective remedy against Varroa mite.",0.390350143523,0.442245340457,0.440476854108,0.439375788205,0.500806979183,0.466832194822,,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Consequently, the burning of infested beehives can be prevented.",0.397328749846,0.446531904558,0.446783147654,0.439797756371,0.491356696967,0.448060189438,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Further, enough honey is left for the bees in the hives, no additional sugar is needed to feed them and no chemicals are added to the hives.",0.365224202292,0.433083753293,0.410703342587,0.420952599501,0.448142768935,0.453950372918,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measurement of the valence of Manuka honey TA factor TA means total activity and shows the disinfecting effect of the honey by measuring the natural peroxide activity.,0.458704793414,0.479150127217,0.445274232607,0.456505320619,0.521837421132,0.472591281037,,,0,0,0,0,0,0,,Gauss Curve Data,,,,List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In principle, the higher the factor, the more valuable the honey.",0.448812108827,0.496060015688,0.506661328806,0.465284021245,0.548335695625,0.499327980451,,,0,0,0,0,0,0,,Variance,Mean,Stddev,Label,0.6,0.615,0.63,0.645,0.66,0.675,0.69,0.705,0.72,0.735,0.75,0.765,0.78,0.795,0.81,0.825,0.84,0.855,0.87,0.885,0.9,0.915,0.93,0.945,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Each honey has a TA-factor, but with Manuka honey it is particularly high.",0.416345541182,0.433771315907,0.458559742790,0.365522033175,0.511043661062,0.424825309772,,,0,0,0,0,0,0,,0.00214052056,0.431832914157,0.04626576013,Dignity=0,0.0001166112543,0.00003405013123,0.000008950481827,0.000002117987252,0.0000004511797198,0.00000008652171119,0.00000001493653744,0.000000002321261482,0.0000000003247487588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We have opted for the TA-Factor, since this factor cannot be influenced unlike other factors and can be clearly measured and not manipulated.",0.492302904402,0.510917562633,0.425468539071,0.451020285089,0.514908520764,0.440268806638,,,0,0,0,0,1,0,,0.002401447941,0.456101373654,0.04900457061,Dignity=1,0.001092173341,0.0004242207674,0.0001500381568,0.0000483193359,0.00001416934042,0.00000378344786,0.0000009198887625,0.0000002036537048,0.00000004105431004,0.000000007535891586,0.000000001259563211,0.0000000001916967429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The TA factor is ascertained by drawing a sample, applying it to a nutrient agar plate and measuring the percentage of the bacteria on the nutrient plate that have been killed by the honey.",0.415953134270,0.463722230083,0.401881910483,0.438357406319,0.503964508084,0.425614639245,,,0,0,0,0,0,0,,0.002420419462,0.499738146149,0.04919775871,Dignity=2,0.010165132,0.005212886922,0.002435970162,0.00103727522,0.0004024801072,0.0001423060013,0.00004584905507,0.00001346064721,0.000003601055982,0.0000008778537778,0.0000001950037084,0.00000003947225492,0.000000007280637057,0.000000001223700691,0.0000000001874171836,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGO factor refers to the level of methylglyoxal in the honey.,0.391926077909,0.418765851925,0.384329259826,0.435173980092,0.473383213730,0.431789477916,,,0,0,0,0,0,0,,0.002612561182,0.434479689470,0.05111321925,Solidarity=0,0.0004123188288,0.0001526888392,0.00005187748846,0.00001617141845,0.000004625032737,0.000001213609676,0.0000002921734666,0.00000006453570216,0.00000001307846665,0.000000002431706426,0.0000000004148231441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methylglyoxal is produced by the degradation of glucose.,0.398254651407,0.397123034659,0.343574923580,0.414340458098,0.404652970853,0.429252413742,,,0,0,0,0,0,0,,0.003640231873,0.477004757969,0.06033433412,Solidarity=1,0.008278272452,0.004835156231,0.002654837179,0.001370319553,0.0006649092925,0.0003032910079,0.0001300508665,0.0000524232027,0.00001986508528,0.000007076424893,0.000002369703192,0.0000007459858493,0.0000002207617404,0.0000000614148808,0.00000001606127437,0.000000003948598473,0.0000000009125623128,0.0000000001982616286,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Among other things, MGO is responsible for premature aging of the cells and is also produced during the combustion of diesel.",0.432263367678,0.459598536319,0.356014748902,0.472008445591,0.451314704643,0.469061319566,,,0,0,0,0,0,0,,0.00296616998,0.497595753979,0.05446255576,Solidarity=2,0.01250568057,0.007173504508,0.00381427358,0.001879960498,0.0008588988628,0.0003637405771,0.0001427900334,0.00005195896108,0.0000175258642,0.000005479675558,0.000001588132263,0.000000426653106,0.0000001062477091,0.0000000245256574,0.00000000524781069,0.000000001040859433,0.0000000001913649625,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MGO is also formed when honey is heated, the higher the MGO value, the more likely the honey has been heated.",0.419261221140,0.459993805776,0.410260547154,0.430898262507,0.522577568469,0.435042634716,,,0,0,0,0,0,0,,0.002383983549,0.412055577605,0.048826054,Plurality=0,0.00004952474298,0.00001447956152,0.000003852121212,0.0000009325150118,0.000000205410705,0.00000004117197195,0.000000007509164475,0.000000001246214842,0.0000000001881939144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Manuka honey is unheated - because honey should not be exposed to temperatures above 39  C.,0.353456626703,0.391985776909,0.345467459948,0.376705585563,0.426395975624,0.394025446876,,,0,0,0,0,0,0,,0.004109265149,0.505031198687,0.06410355021,Plurality=1,0.02076969649,0.01428849146,0.00930600137,0.005737997406,0.003349485376,0.001851042232,0.0009684452464,0.0004796829909,0.0002249334629,0.00009985603618,0.0000419676913,0.00001669845682,0.000006290107968,0.000002243160584,0.0000007573264643,0.0000002420618813,0.00000007324705674,0.00000002098333215,0.000000005690877472,0.000000001461182688,0.0000000003551814729,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The MGO value also increases during storing of honey.,0.379526720289,0.403615713205,0.400459279374,0.419717032270,0.470212442792,0.425580887967,,,0,0,0,0,0,0,,0.01151802511,0.507747594013,0.1073220625,Plurality=2,0.02569058653,0.02256085729,0.01942913244,0.01640844594,0.01358931995,0.01103682684,0.008790366143,0.006865717549,0.005258733135,0.003949958776,0.002909512488,0.002101668038,0.001488758469,0.001034190638,0.0007045197792,0.0004706542777,0.0003083380076,0.0001980926422,0.0001248032398,0.00007710802959,0.0000467185745,0.00002775848707,0.00001617402956,0.00000924180721,0.000005178593337,0.0000005126497028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If MGO is removed from Manuka honey, it remains antibacterial.",0.342550843600,0.386981642340,0.355557839168,0.364081082016,0.410215014018,0.370865099190,,,0,0,0,0,0,0,,0.001688432196,0.418649891303,0.04109053658,Subsidiarity=0,0.000005721366274,0.000001068725491,0.0000001747264382,0.00000002500213634,0.000000003131278195,0.0000000003432355223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A conversion of the TA factor into the MGO factor is not possible.,0.400899844974,0.400689006116,0.360981015859,0.395812942842,0.481348591834,0.357700159409,,,0,0,0,0,0,0,,0.0009204872456,0.468614722440,0.03033953272,Subsidiarity=1,0.0000111350774,0.000001158197621,0.00000009434415404,0.000000006018527078,0.0000000003006826305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
